row,raw_stat,raw_stat2,median_5_stat,median_5_stat2,median_10_stat,median_10_stat2
spt,9.2076806526806525,2.149026345256928,9.2076806526806525,2.149026345256928,9.2076806526806525,2.149026345256928
tst,7.7447668997668995,1.9281151164612635,8.099638694638694,2.0285125627889586,8.212517482517482,2.0579061452312746
se,82.60846563049006,11.97044508409711,86.35230163319721,12.717615728523851,87.53551750562849,12.89440233071362
lps,34.5290780141844,27.871653231127762,36.255319148936174,39.80236228415871,37.99005681818182,48.70087422136941
waso,38.99787234042553,33.55950547011163,30.627659574468087,46.83806894622384,22.272727272727273,55.379938651728246
no,34.46013986013986,11.328900969612688,4.427972027972028,3.26492276654217,1.9482517482517483,2.0136388298536256
